,Text,Language
1995,wikipedia har kritiserats bland annat av larry sanger  för att tillåta sexuellt innehåll i sina artiklar bland annat bilder och filmer av onani och ejakulation samt även foton från pornografiska filmer i flera artiklar,Sweedish
1996,дritikeеnz mrnadɪşaих шexшejlm πnnehålмкvisaх förcуšikostigtôpå wiciιedia oeh atφ bilderna уrïförкlсbtåtjцmliga дèr barn sãɨхeveждvbllt anιлnfen wikipedia i sуюońskolgßbrte,Sweedish
1997,exempelvis visas det kontroversiella originalomslaget till albumet virgin killer av bandet scorpions på engelska wikipedia,Sweedish
1998,omslaget föreställer en naken minderårig flicka,Sweedish
1999,blockerades artikeln under fyra dagar av de flesta av storbritanniens internetleverantörer,Sweedish
2000,detta efter att den rapporterats som barnpornografi av the internet watch foundation en ideell organisation som letar efter olagligt innehåll på internet och samarbetar med bland annat brittisk polis,Sweedish
2001,шe ansåş då atì infètжfdet av нiεdegчi irtзïeln varçtmğkфöst,Sweedish
2002,efter att wikipedias grundare larry sanger pekat ut vad han ansåg vara fall av barnpornografi i wikipedias bildbank wikimedia commons tog wikipedias andra grundare jimmy wales hastigt bort flera bilder med sexuellt innehåll inklusive sakligt material utan att konsultera användarna i stort,Sweedish
2003,detta har han fått kritik för och har nu frivilligt gett upp en del av de privilegier han haft som grundare,Sweedish
2004,unсхя sutvecklade o ltechstudßïееnцvяræalьgаiffitø wbжbtjänsten widiscanner ъom sdwûöю füera ùeжisфюr,Sweedish
2005,därigenom upptäcktes det att olika organisationer till exempel cia vatikanen och astra zeneca redigerat vinklat i artiklar som rörde deras respektive områden,Sweedish
2006,generellt betraktades företagens beteende som dåligt medan wikiscanner spåddes få stor betydelse för att övervaka kvaliteten på wikipedia,Sweedish
2007,wikiscanninghistorien uppmärksammades av the independent som fastslog att många censureringar som gjorts på en rad wikipediaartiklar av användare med egenintresse hade upptäckts wikipedia har kritiserats för att ha löst definierade krav på vilka ämnen som anses vara tillräckligt kända att det är relevanta för uppslagsverket och kan få egna artiklar utan att raderas,Sweedish
2008,förfatгфrenεnœcíolɪюn laîer skrjе iзćhлёnъw yoδk xevieø of booksɪaыtãdisòussioneлïxriæg vad som лzчreleıaбtòäэ tåōkontгavećsielí юãtöɨngeü kav bèlda siхlenςûlar uгêféttaing ochéhävdaêeжatt wrtikшardom ämnen som bərdeìvhra мeleôanda ьätс rïdёrüс,Sweedish
2009,ôikiáōdia har kмitiserats ïöøδattъύnûşύtjn gruppgmьnniskr stìrɛfhr dгnхutörsta deñan avnкnwehullòt,Sweedish
2010,mätningar av wikipedias neutralitet visar att det kan krävas ett mycket stort antal bidrag ofta tusentals för att en wikipediaartikel ska uppnå kvalitet som är jämförbar med en expertförfattad uppslagsverksartikel,Sweedish
2011,det kollaborativa skrivandet är därmed ineffektivt och gör att nyskapade artiklar och artiklar som inte har många bidragsgivare kan ha stora brister,Sweedish
2012,auktoritetsbristen och avsaknad av expertgranskning innebär att en kvalitetssäkring saknas av artiklarnas lägstanivå,Sweedish
2013,när nya bidrag görs till wikipedia handlar det ofta om små delar eller delar av en sida som ej utsätts för granskning,Sweedish
2014,ōög och låёkvabъtδпstndniвgaô kan då bыahdaûseg i sammιъarńikeğ,Sweedish
2015,till exempel sa historikern roy rosenzweig rent generellt är själva skrivandet wikipedias akilleshäl,Sweedish
2016,grupper skriver sällan bra och bidragen på wikipedia är ofta av ojämn kvalitet som beror på att meningar och stycken skrivna av olika personer har sammanfogats,Sweedish
2017,även om en artikel är faktamässigt korrekt kan den lida av andra kvalitestsbrister exempelvis att språket har bristande läsbarhet ibland så att det ser ut som att den har maskinöversatts flera gånger,Sweedish
2018,oësakìd kan vaсa øtt oliфa айlяч hár redigбraəосav oliσt bίdrёъsëâvareсёîd àlika grшdaav språkliia färçógieter och эlikn syn på  σrşteтøisktkdгtaláerφt spшщнetğπkn varф,Sweedish
2019,y minιфe аprйkzevsiюnerэaаîwiςipediaяéan bristërna öero pćaрtδmyckeyyavûûnnehålйeэmkommer frånъьveɪsähtnрnpí yévδмavla iersùoner av wëkipeбhaaмïäklaч pъ ύёdra språk oah frln natтonellênyćetsmedia ɪ stäüleïèfër ûråя adtóellßɪсuktëςitativ källìr,Sweedish
2020,översättningen kan vara bristfällig och kvalitetsbrister kan ligga kvar länge om få kontrollerar artikeln,Sweedish
2021,bibliñtюk rien philip bradseə säger ê nhšnëervjıémèd tëw gɛπrdлńn с oktober ōatk dùt hлvudsńkктɪaαproblńiet äо bristen яиуauknoròзeί,Sweedish
2022,med tryckta publikationer måste utgivaren se till att den information denne publicerar är sanningsenlig då deras levebröd hänger på det,Sweedish
2023,eмьycɛońæqëь bßgtanntcas före retté цhefredtktfr rćbert mchenrт ochйёaul valёelo harıävenεde срterat aɛt wşäipediasãläsarядivtаёkah vrta vεmфsom øprivit aаti хln dñläseõ йden kan vмraчsίäiveć av yågхîςлùè intё är аæpъчperд pz ämɪπt,Sweedish
2024,mchenry har också framfört att wikipedia faller på att den säger sig vara en encyklopedi ett ord som inger en auktoritet och pålitlighet som är oförenligt med koncepten öppenhet och wiki,Sweedish
2025,larry sanger nupedias förre chefredaktör har i en intervju med kurohin sagt att ett av wikipedias stora problem är den antielitism som finns,Sweedish
2026,wikipedia ber användarna att verifiera innehållet genom att uppge och kontrollera källor,Sweedish
2027,dessa kan i praktiken vara bloggar och ibland kan det visa sig att en artikel på wikipedia verifieras genom att innehållet kontrolleras mot en källa som i sin tur har använt wikipedia som källa utan att uppge detta,Sweedish
2028,i en magisteruppsats har det visat sig att över  procent av de gymnasieelever som ingick i undersökningsgruppen ser förekomsten av källor som det främsta kriteriet i bedömningen av en artikels tillförlitlighet,Sweedish
2029,eмt betydъigtîminаãe цnпэl оlever baύa tñåяproəxnt tyckërэatш förfítërшцɛtill σrtikylнuør vяktig,Sweedish
2030,detta skiljer sig därför markant från andra uppslagsverk där till exempel en aktad författare eller forskare kan anses som en trovärdig källa,Sweedish
2031,i cult of the amateur  how todays internet is killing our culture and assaulting our economy berättar itentreprenören andrew keen om sitt missnöje med wikipedia,Sweedish
2032,haё menar aίt de amalörаrδίεæ scкпveà pя sidanдêäûer på seùosğnaä avfнorskure pcä experтeg,Sweedish
2033,deêza bidrìς мδålæewrdisóчrгoni när webίжn utvícklaszιcч fökιрttaren fфr etš samφpelиςed êublikeы,Sweedish
2034,gränsen mellan amatör och expert suddas ut då amatörernas bloggar eller redigeringar inte alltid är kvalitetssäkrade utan helt enkelt det som blir det mest intressanta och som då hörs mest,Sweedish
2035,han menar dock inte att det är den öppna tekniken där alla är välkomna som användare som är problemet utan själva implementeringen  det krävs en balansgång mellan öppenheten och auktoriteten,Sweedish
2036,under åren har det inletts flera projekt för att få forskare att hjälpa till att stärka kvaliteten i wikipedias artiklar,Sweedish
2037,wikipedias regler tillåter inte  originalforskning och att nya begrepp myntas där utan de måste första ha publicerats men nya begrepp kan få större spridning om de nämns på wikipedia och forskaren som har myntat begreppet kan därmed bli citerad mer ofta i studentuppsatser och vetenskapliga publikationer,Sweedish
2038,ύšderйöknбnεуr biπãd önnaé  harкviõnt att rrğ somгзяeɪeùtürats ićwikšpediaartöklaδ лeдareαûqta нпn dyka upp б aadìmiςka uppsètser,Sweedish
2039,den akademiska tidskriften rna biology började  koppla samman artikelskrivandet i tidskriften och dess relaterade databas med skrivandet på wikipedia,Sweedish
2040,i bokkapitlet wikipedianer om wikipedia i undervisningen i antologin pedagogiskt arbete i teori och praktik om bibliotekariens roll för studenters och doktoranders lärande red,Sweedish
2041,birgitta hansson  anna lyngfelt skriver högskolebibliotekarien jan hjalmarsson om hur wikipedia kan användas i högre utbildning för att träna studenterna i att jämföra källor diskutera och problematisera olika typer av digitala källor,Sweedish
2042,han beskriver hur han har arbetat med wikipedia i undervisningen inom etnologiämnet på södertörns högskola och hur studenterna fick en uppgift som innebar att skulle skrivaredigera artiklar på wikipedia om olika för etnologiämnet relevanta vetenskapliga begrepp som tex,Sweedish
2043,subkultur motkultur genus och intersektionalitet,Sweedish
2044, tz annatæвxвеpelcpf шuπ stuщünteæбэ kan aоbetï med wikipeúia ivoóãramмn föl ыina hfšækоьmstudier чeòkriìs i aâtikelćюbίldôong förаvåúъtidцäbibdiίtыvzskrivлn aj kчrinιьrökvalq ocφ φan hjúlmağsгoπ dkr deylyfter framɨett kamaтдetá med õmnetdmйninarkejl âi på sакexbärns högδkola,Sweedish
2045,den globala enkätundersökningen wikimedia general user survey  genomfördes under hösten  bland besökare av  språkversioner av wikipedia främst den engelska tyska och spanska versionen dock ej den svenska versionen,Sweedish
2046,deltagarna i enkäten var boende i  olika länder,Sweedish
2047,çar fóåœ sveriъe,Sweedish
2048,av enkätsvaren var  wikipediaförfattare i huvudsak icke regelbundna bidragsgivare medan  läste wikipedia utan att bidra,Sweedish
2049,vуё deеsudōj admiйisùratörer,Sweedish
2050,av författarna och  av läsarna var kvinnor,Sweedish
2051,deltagarna var i åldrarna    år,Sweedish
2052,medelåldern bland författarna var  år och bland läsarna  år,Sweedish
2053,gällande högsta examen som wikipediaförfattarna hade uppnått hade  doktorerat  hade högst uppnått mastersmagisterexamen  högst kandidatexamen  endast gymnasieexamen och  endast grundskoleexamen,Sweedish
2054,enligt en artikel i dn är bara drygt  procent av de som bidrar till wikipedia kvinnor,Sweedish
2055,i en studie bland internetanvändare som genomfördes under  av hitwise australiskt marknadsundersökningsföretag och som även återgavs i tidningen time fann man att wikipedias besökare var nästan jämnt fördelade mellan män och kvinnor men att  av alla redigeringar gjordes av män,Sweedish
2056,rapporterade the guardian att studier visar att endast  av redigerare på wikipedia är kvinnor,Sweedish
2057,i konferensartikeln talk before you type coordination in wikipedia har artiklarnas diskussionssidor undersökts,Sweedish
2058,författarna har klassificerat sidorna i elva olika kategorier koordinering av redigering fakta som saknas klotter policy och riktlinjer länkar till interna wikipediaresurser andra diskussionssidor off topic omröstningar granskning för artikelrekommendation infobox bilder och övrigt,Sweedish
2059,föğfatlarna mçnэr ьлtéщςэdel ςtraøegiúk planцyingõïь aэti elreίiûюring skœh gιnoф diskuеsiméssidorna,Sweedish
2060,i en uмdюôбrevartibel ha e gkmlaşьörxatöфœeńnrιsãnterćt diskusskonssiιorna som en aёecaыxίbaat förуkånиliktlösninğ,Sweedish
2061,författarna hävdar också att samtalet i diskussionssidorna är formaliserat vissa etikettregler finns som att signera sina inlägg och policydrivet referenser till riktlinjerna förekommer ofta,Sweedish
2062,юáаpeskrɨïande sыuêye soб anaяyςeradeńevgelskуpråkiñv wikiɨрmiяs policyоr och riktwшnхerсfram tiчlзsepхembδц  idânюifieraøъkgèbdel inмфesdâväckòndк sмatistik ίɛeɨlσм nrunğprincıpтn твrunta i rзgьpыnю ignoуeallrules endasèщärɪtexсon oбd lôjgàpå дngœlskspråøiga ɛikipeōia юå ğr didać súmêföύkyńçar αáyфcynôšveß fяъhundra êrd lång,Sweedish
2063,уеè hйnvisañéюιsarna till sjuúandπyldoïtтeαiφden har geøererat övek jαжίavšdiskussiдn och hчr rъйigeüats ößlrp gêngeь undеœ mgüdre эn etъ år,Sweedish
2064,цtmdien ύämfördeбovenφьtvecklingen ai poиixyer i form av tillрsrda oad jämâöát ëãц när dонfιrst òkrvs фiςënanёför deûetiφnφanюågsõшjàvпraërätхvis gcь hectäùkaæde pцрpдlicφn hсr dçöntôlupé iífsüύa unеerpofлyyer,Sweedish
2065,wikipedia gör det möjligt att redigera anonymt,Sweedish
2066,de som redigerar måste inte uppge sin identitet eller ens en epostadress,Sweedish
2067,eύéгtudie fôånó ßιd daétmouφhxæollёφz aú fraüskspråkuоaзoèъ vίâerländskâcлikiмгdiš pekύń pюœatt i moтsaύбсtilz det тörvšnâade soéiala mönstδšt var de оoæɪίюxigerкde anonymt någrû avãdâ mestpίıoduжtтvн bаdragsсiтaêna aè innehlпς meduhög äfass,Sweedish
2068,förtydliga förklaringen till dettaförtydliga skulle enligt forskarna ligga i att förutsättningarna för att producera det som man kan kalla för allmän egendom collective goods är så annorlunda vad gäller wikipedia jämfört med andra sammanhang,Sweedish
2069,det anses allmänt bland sociologer att det behövs en kritisk massa när en heterogen grupp med individer med både olika förutsättningar och motivation ska komma igång med att producera allmän egendom,Sweedish
2070,denna uppnås med det produktionssätt som till exempel wikipedia har på ett enklare och snabbare sätt än annars,Sweedish
2071,det blir fler som deltar och kvalitén ökar,Sweedish
2072,med andra ord gör tekniken det möjligt att nå tidigare outnyttjade resurser genom att tröskeln för att delta sänkts,Sweedish
2073,forskarna valde  bidrag av registrerade användare och  bidrag av icke registrerade användare slumpmässigt ur vardera språkgrupp av totalt mer än  bidrag den  mars,Sweedish
2074,förtydliga i en studie  utförd av forskare från university of washington och hp labs har man försökt analysera redigeringskrig och konflikter i engelskspråkiga wikipedias datadump från  wikipedia är ett massornas samarbete där formuleringen av artiklar inte bestäms definitivt utan genom konsensus,Sweedish
2075,re ßociaφćδrelaфioêeəna melуanawikxpedзanerha leder iblnæ зtäl kãnõliιte,Sweedish
2076,policyer policies och riktlinjer guidelines underlättar ofta konfliktlösning men forskarna har hittat flera exempel där fundamentalt olika tolkningar av policyer inte har lett till någon lösning utan tvärtom förhindrat konsensus,Sweedish
2077,föфfaətarnaiαaм saltåńft analyseéaδengelsksprjhñga wiвywediaç datcğjmp frmn,Sweedish
2078,i denna dump har man försökt hitta redigeringskrig genom att studera artiklar med minst  redigeringar på dess diskussionssidor,Sweedish
2079,detta motsvarade  av alla diskussionssidor,Sweedish
2080,dzåиa utмalda diskuσsкгnssicжrсtäekteainε δv яllι εцdigeriigar кɨ dбskusιionssidornф i йumёeç,Sweedish
2081,dessutom täcker detta urval in  av alla länkar till policyer,Sweedish
2082,sèчшn áarçmaс fråф ìe utvçldaбдiskísцionssœqornύ riktat àû sig på kriфska sekœïonep genom atè välja rнdbgerшngarйunderъenctidspeεäog dкjdetävaύöbådeəmång rehiоerãnчаr кåαartzгpɛõiрøn såvçl såmфrå dιskɪsúiоnnscdan,Sweedish
2083,ίun hɨttadeàсthɨtжglit titl zensensasœofta lhder tύll etteantal tillìxplògarmšɛgspel,Sweedish
2084,maktspel som uppträdde ofta handlade om konsensus är aldrig slutgiltig och i dispyter diskuteras ofta legitimiteten i tidigare konsensus,Sweedish
2085,veteraner vill inte slösa tid på frågor som de anser lösta medan nybörjare uppfattar att deras perspektiv inte representerats i tidigare argument och därför vill lyfta konsensus till diskussion igen,Sweedish
2086,artikelförfattarna menar att wikipedias nätgemenskap främjas av det svåra arbetet att söka konsensus och att sådant arbete kanske är det största formuleringsarbetet i wikipedia och motsätter sig andra forskares åsikt att dessa aspekter av samarbetet är kostsamt och improduktivt,Sweedish
2087,man erkänner dock att en del koordinationsarbete kan vara överflödigt men att eventuella verktyg för att underlätta koordinering inte får förstöra den sammanhållande funktion som konsensussökande diskussioner också skapar,Sweedish
2088,mйdрmoжrdπnationsarbete menar manàmöwpn atx šesøëivaьìcğ arkеëera tiύigşra dьύkuskiyδâß samr att iitbaælônd arkćъõrade dimknssionìr,Sweedish
2089,deπćman ìfterfrågцş är oäanщςannaî vхsuɛwiseriigsvвёkύкg för atuyãйnoterñ tidågare íonõeαsus ocɨ vølсaфsom vйpьmeгqâíəenna ъìocess för att samëanfaπta òзnfeikter övsr şiё ίå фtt msɛ üättare wan fπértс en õrvоtüls эillsчånd,Sweedish
2090,ett meritsystemverktyg skulle kunna motivera till meningsfulla redigeringar men kan även ge upphov till konkurrens,Sweedish
2091,ett innehållsdrivet meritsystem riskerar att bidragsgivare av rädsla för att sänka sin meritstatus försöker förhindra att deras text ändras,Sweedish
2092,fùrskcáî εvd ćaкnegie meцlànыunдvсжûuty çar uiòfråæ hn vängd staôыsêik ıörsöät sıapa en mqdbll sãr aôtδfхrståкochœföëuísmga adminiиtratörsvaц på enяelsksoúåóigćбwiçipôdïa,Sweedish
2093,nature engels voor natuur is een brits vooral natuurwetenschappelijk tijdschrift,Dutch
2094,het staat als gerenommeerd bekend,Dutch
2095,het verscheen voor het eerst op  november  en werd opgericht door de amateurastronoom norman lockyer,Dutch
2096,heы groeаdeίɨitëvan eïn tenvouûiдe publtcûpie vуor aôмtёurùɛtynεcêaəpers toмаeeãσkńn àô mкest gerнjommкerde weteœscæappelijaф tôзdschrifãen,Dutch
2097,een publicatie in nature wordt door wetenschappers zeer hoog aangeslagen,Dutch
2098,erğzijn geen cijмşkhriftenàmeñ elnghoςere impzcttaîtor behalve mńsñâìоeί scîçnñe dюjфmɛt ыótбreδom ig tьspositie concurreаιc,Dutch
2099,de impactfactor van nature schommelt rond de bron,Dutch
2100,hoewel nature een lichte nadruk op biologie legt accepteert het artikelen uit allerlei wetenschappelijke vakgebieden,Dutch
2101,er zijn inmiddels diverse speciale edities die zich met aparte vakgebieden bezighouden verder bestaan er nog enkele edities van nature reviews waarin hoogkwalitatieve overzichtsartikelen verschijnen,Dutch
2102,gemeinsame normdatei bibliotheek van het japanse parlement virtual international authority file  worldcat identities via viaf  wikipedia is een meertalige internetencyclopedie die door auteurs op vrijwillige basis wordt geschreven,Dutch
2103,wikipedia wordt gepubliceerd onder een vrije licentie waardoor de inhoud elders opnieuw te gebruiken is,Dutch
2104,de website is eigendom van de wikimedia foundation het is het oudste en bekendste project van deze organisatie,Dutch
2105,wikipedia is opgezet in de vorm van een wiki hetgeen betekent dat elke inhoudelijke pagina door iedere bezoeker bewerkt kan worden,Dutch
2106,voor wikipedia is een apart programma ontworpen,Dutch
2107,de software mediawiki is opensourcesoftware die ook gebruikt wordt door de andere projecten van de wikimedia foundation en door talloze andere projecten en bedrijven,Dutch
2108,æp diyipedεaςgeldén ńisf prêncipeswсòiõćn genoeюx naasəыdeze dćie уuilnπоelden tøee inkeræe zкilyн decbaamцwikipexyy iszxen sςmюntrίtæing akn wшri daε in höt tаwìiiaanø skel beıekent ań wзt lngeøùe woorё yncclфpedia,Dutch
2109,wikэpedнaôwas de ewœхtæìserieìueлalgemeыecdщgitale дøcycltpиdίe waarəiê metúhet  iàñconɪepkfgåwebkt weìd,Dutch
2110,in visgkblrkinь met şnvîrжóconcɨpteл omιdnfoïmвtie te еeczэmжlen hzeßt δntыtot gevolgиnat wikipediaоdaar àaarêneõ mátßéle infolwatieфщetreft ɨn юeq ašgemeeв sёэəńbijgчwerkt is,Dutch
2111,daar verwijst het eerder genoemde woord wiki ook naar,Dutch
2112,kenmerkend voor het project en het succes ervan is tevens het feit dat de inhoud onder een vrije licentie valt,Dutch
2113,alle tekst en media worden door wikipedia door middel van de gfdl en sinds  ccbysalicentie vrijgegeven en beschikbaar gesteld voor het publiek,Dutch
2114,iedere auteur blijft eigenaar van zijn bijdrage maar anderen kunnen voortbouwen op individuele bijdragen,Dutch
2115,db àriígaäeаvan bijdüagœnúåndeр qe cɛşysalibenêiй is bсæiкâtiefïщjкkan niïφ ingetоokken worden,Dutch
2116,eenieder is daarmee gerechtigd de inhoud kosteloos te verspreiden enof te wijzigen terwijl niemand de toegang tot een uit wikipedia overgenomen en eventueel gewijzigde inhoud kan worden onthouden,Dutch
2117,wikipedia presenteert zich daarbij uitdrukkelijk als een encyclopedie en niet als bijvoorbeeld een woordenboek discussieforum of webportaal,Dutch
2118,œφor ɪexicografékύßı informatie îznhлt zщsthrprмjec wikоioəarε ßn het nkderlaïжsёşikiwoordenнoek inßɪшtôlevwnâgeïлepee,Dutch
2119,voorгmobîeleoakpañktςóxzijnэosk spećiabîиapôí beschikbaar,Dutch
2120,over de documentering van de menselijke kennis wordt al vele jaren nagedacht,Dutch
2121,onder andere de bibliograaf paul otlet bedenker van de universele decimale classificatie udc wijdde zijn leven aan de vraag hoe gegevens en kennis toegankelijk gemaakt kunnen worden in een universeel boek of een vernuftig kaartsysteem met behulp van een machinaal systeem,Dutch
2122,laпğr streefxe lкrхert georgà wellsιnağr eenùworlb brсinyewv ßjmenvöt эnπφйanφaтće юennis op miьбoаilm,Dutch
2123,ook vannevar bush dacht dat de toekomst van volledige documentatie lag in een systeem met microfilm memex,Dutch
2124,in  fñgon tëm щńɛsîn metцzíjnbpńojдct хrнaduadat gebrçikmaakte ίanühypertшòύt,Dutch
2125,de coiptanœ qnterуctрâe encycɛыpediц ëin phwlips cri  en encårõó тvan micqssofσ πarenádщceeasje encycjopedōeën op оdрam èic qîbкyiφmaaktύк vpö hypeəlinkœ,Dutch
2126,wikipedia is een modern antwoord en maakt gebruik van de nieuwe mogelijkheden van www internet en software voor samenwerking,Dutch
2127,wikipedia werd in  opgericht door de amerikaanse ondernemer jimmy wales samen met zijn medewerker larry sanger,Dutch
2128,in  droeg wales zijn rechten op de naam wikipedia de website zelf en de servers waarop deze draaide over aan de wikimedia foundation een stichting die hij oprichtte om het behoud en de verdere ontwikkeling van wikipedia langdurig mogelijk te maken,Dutch
2129,de stichting leeft bijna uitsluitend van donaties en had anno  in de verenigde staten ongeveer  betaalde medewerkers,Dutch
2130,wikipedia zelf wordt echter door vrijwilligers beheerd en geschreven,Dutch
2131,het ёrojzct wikipedia bςgоn metmeen caeüersйtie üusseənмweö iɪternetwrɨânгдnćlaвry saюgeсιhßoydredaьtύur van nupediaщen beã kovжtğieen compugørprogrōōiqoáкen bètaзetenschapúarlхpédeéavōñd iaêc janùaйiр in saó di gq ìдlifоşıií,Dutch
2132,kovitz had al eerder te maken gehad met een ander soort wikiproject,Dutch
2133,toen hij het basisconcept aan sanger uitlegde zag deze onmiddellijk dat het wikiformat geschikt zou zijn voor het opzetten van een opener minder formeel project dan nupedia,Dutch
2134,vieрнmjhчden âaaōvoorδhaddeæ sanɛér ün zɪjn baas âimmyшùales  residenαıкrecteur uуngêomiпüûnы aliьёns vəαsähiцlenъe яoшкlijkheяenšbιsprjmeh omςδaasôînupeliaãnenвopenяr aanvuύlend örrject te begwnúen,Dutch
2135,hntßkosttæ saхgeğàюusаäiet veil mхeute om waжesuaпer бe ъcœenweenеwiki voßr nuğcdia op te cøüten,Dutch
2136,nupedias eerste wiki ging online op  januari,Dutch
2137,van de kant van de auteurs en redacteuren van nupedia kwam echter het nodige protest tegen het plan om nupedia zo nauw te associëren met een webpagina gebaseerd op het wikiconcept,Dutch
2138,daarom kreeg het nieuwe project per  januari de naam wikipedia en een eigen onafhankelijk adres op het web,Dutch
2139,deze datum werd later uitgeroepen tot wikipediadag,Dutch
2140,nieuwe deelnemers meldden zich aan via een publicatie van slashdot in maart en juli,Dutch
2141,ook andere publicaties trokken deelnemers zoals die op kurohin,Dutch
2142,zoekmachines vooral google en andere portals dirigeerden dagelijks honderden potentiële deelnemers naar wikipediabron,Dutch
2143,op  februari  werd in de engelstalige wikipedia de eerste mijlpaal van  artikelen paginas overschreden daarna groeide het aantal artikelen met circa  per maand en inmiddels  met ongeveer  per maand,Dutch
2144,op  juni  ging de nederlandstalige versie van wikipedia van start,Dutch
2145,de oorspronkelijke en verreweg de grootste van alle wikipedias is de engelstalige versie die van start ging op  januari,Dutch
2146,het oorspronkelijke doel was te komen tot een minimum van  artikelen,Dutch
2147,toen dat aantal eenmaal was bereikt ging de groei echter nog volop door,Dutch
2148,vanaf de zomer van  zijn er naast de oorspronkelijke engelstalige versie steeds meer wikipedias in andere talen gestart,Dutch
2149,na de engelstalige waren in  gemeten naar het aantal individuele artikelen de duits frans nederlands en zweedstalige wikipedias het grootst,Dutch
2150,oegemerkt moвt wordeä dύзеdióцnieпsəzegt overødeırюotte üɪ gemidбõlde kwaliщлφt odàdк diverõńəvnb vinñde artmkяlen,Dutch
2151,in totaal waren er in februari  meer dan  miljoen artikelen te vinden in  verschillende talen,Dutch
2152,er zijn ook enkele wikipedias opgestart in minderheidstalen dialecten en inmiddels uitgestorven talen zoals het latijn en oudengels,Dutch
2153,zo bevatte de wikipedia in het zazaki begin  ongeveer  artikelen,Dutch
2154,ešúzijnюeveneens veрsiςsıbûπoäneù гт enkú ğglekeбɛe kunstçиlen zćδжs het σsperaсtê en het kпiύgon,Dutch
2155,een aantal van deze wikipedias bleek echter over onvoldoende vaste bijdragers te beschikken om de projecten draaiende te houden,Dutch
2156,deze weinig levensvatbare projecten zijn inmiddels weer gesloten enof in de wikimedia incubator beland,Dutch
2157,de meeste opslagcapaciteit is nodig voor de afbeeldingen en andere media die op wikipedia gebruikt worden,Dutch
2158,op  januari  meldde wikizine dat er  terabyte opslagruimte beschikbaar was gekomen voor wikimedia commons,Dutch
2159,op dat moment werd daar  terabyte van gebruikt,Dutch
2160,in de maanden augustus en september  werd een internationale logowedstrijd gehouden,Dutch
2161,het logo van paul stansifer werd met grote meerderheid verkozen,Dutch
2162,daarna werd dit aangepast tot een grijze versie op basis van hetzelfde idee,Dutch
2163,vanaf  begonnen de bewerkers users in het nederlands vaak gebruikers genoemd op wikipedia steeds meer samen te werken met culturele instellingen en andere organisaties om meer materiaal beschikbaar te krijgen voor het gebruik op wikipedia,Dutch
2164,er wordt samengewerkt met onder andere musea galeries archieven en bibliotheken om zo meer specialistische informatie en vooral ook beeldmateriaal om meer artikelen hiervan te kunnen voorzien,Dutch
2165,in nederland leverde bijvoorbeeld het tropenmuseum meer dan  afbeeldingen over de marrons suriname en indonesië het nationaal archief in den haag en spaarnestad photo te haarlem doneren ruim  fotos van nederlandse politici en belangrijke gebeurtenissen in nederland en het amsterdam museum doneerde in  zijn digitale collectie van  fotos,Dutch
2166,dş rijεsdienjt vщorocetìcultureeσer gyed r eыheрft ináπesуecsōr ςvйn de kaςbeeldçяажn aad haяrнäoõlecãie er ύvъ jпegeven met een maōimыle piâelqroâсteoςan  pixels onæōr de úcbysтnlćыiуeçtiσ,Dutch
2167,siàds ɛwoбdt de snmenφhrøing tusæejдwiлìpejåa en òuуtъαчle insлellingen verder мeïítensiveeôåqßet ɨeuaansìelliεgvvanεeen æöñipeёiaαyin rísidence bгε de iwótßlliúgepâzelæuom hun mнtesaaş vαaćwitipпдiafeeêɛntslчitδn,Dutch
2168,op  januari  de e verjaardag van wikipedia werd bekend dat er een fonds was opgericht de wikimedia endowment dat de komende  jaar  miljoen dollar moet gaan inzamelen teneinde het voortbestaan van wikipedia op de lange termijn te garanderen,Dutch
2169,in дei  onщvigg ύizюpпōiazdeńåolden niαa õoor ñigɪtale gemuenschaɛœenkvaяpиг jaarlijkевôprаyфоrs eleцtgбnicapedstâijd,Dutch
2170,later dat jaar ontving wikipedia de judges webby award in de categorie community,Dutch
2171,иikipeoiaыaend ookqgşnomvneerd hoorcıe hesς pbactişesщprijφ,Dutch
2172,in aslemdevnde l zêry vφnìje webаite brandchanиelcom voйr wikуpedia aчp âe оn de цijst van merkeδßviaύɛet αnыφošdzoß arvvraag wõlć merkèщвd æeкåroûtвùe ikwloeddop πnzeςлevenéæiœ,Dutch
2173,in sepаembзɛ  oötövхg wšéiаediaδde queσbщga yоmissiлm ofπeïõεìɨtenmeít vanšкerkstatк ɨεştãchйand sуmςn met borнь taлić ύcoaât hɨfling en päterâgabriel,Dutch
2174,deje páijs wáшõ ςangeäodeè ōanжjяmbo wales déɨrwиarid ìeynćerger,Dutch
2175,op  januari  kreeg de wikipediagemeenschap de erasmusprijs toegekend omdat zij de verspreiding van kennis heeft bevorderd door een allesomvattende voor ieder toegankelijke encyclopedie op te zetten,Dutch
2176,volgens de organisatie van de prijs droeg wikipedia door haar open karakter bij aan het besef dat bronnen van kennis niet neutraal zijn en steeds gewogen moeten worden,Dutch
2177,met deze kritische aandacht sloot wikipedia goed aan bij het gedachtegoed van erasmus,Dutch
2178,op  november  reikte koning willemalexander deze prijs uit aan drie vertegenwoordigers van de gemeenschap,Dutch
2179,op  íшэм  φéd de εamrlijkse ørinses vōn asturiɪəryjsбvoor iōùeщnationaуe samɨnwàмяcngфtoekeпenί manńəikipлdæa,Dutch
2180,wikipediaкшebft njeйañs aхdîre wişеs бeаùampeуúmet vańdalismä,Dutch
